ip,port,protocol,state,service,version,scan_type,is_open
10.0.19.146,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.24.167,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.93,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.3.151,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.254,21,tcp,open,ftp,vsftpd 3.0.3,ACK Scan,1
10.0.12.19,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
172.16.24.29,33305,udp,closed,unknown,unknown,Connect Scan,0
172.16.20.103,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
10.0.20.13,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
172.16.13.28,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
192.168.1.250,42968,udp,closed,unknown,unknown,SYN Scan,0
172.16.38.57,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
10.0.29.120,1519,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.34.34,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
10.0.4.184,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
192.168.1.247,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
192.168.1.20,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
192.168.1.176,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.27.159,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
172.16.34.155,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
192.168.1.254,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.151,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.12,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
10.0.17.138,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
10.0.2.212,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.159,445,tcp,open,microsoft-ds,Microsoft Windows 10,Connect Scan,1
192.168.1.155,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
192.168.1.15,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
192.168.1.23,80,tcp,open,http,Apache httpd 2.4.41,Version Detection,1
192.168.1.187,14825,tcp,closed,unknown,unknown,Connect Scan,0
10.0.38.163,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
10.0.24.81,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
192.168.1.158,9147,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.135,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
172.16.16.154,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
192.168.1.89,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
172.16.37.255,58954,udp,filtered,unknown,unknown,ACK Scan,0
172.16.4.196,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.6.36,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
192.168.1.122,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.12.208,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.41,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
172.16.7.8,25,tcp,open,smtp,Microsoft Exchange,ACK Scan,1
192.168.1.180,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
192.168.1.66,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.27.185,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.3.61,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.16.123,4634,tcp,closed,unknown,unknown,Connect Scan,0
10.0.32.218,21162,udp,filtered,unknown,unknown,ACK Scan,0
10.0.0.173,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
192.168.1.185,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.9.36,443,tcp,open,https,Microsoft IIS 10.0,Version Detection,1
172.16.6.88,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
10.0.16.202,28291,tcp,closed,unknown,unknown,Version Detection,0
10.0.16.89,62238,udp,closed,unknown,unknown,Connect Scan,0
192.168.1.54,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.49,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
192.168.1.192,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.83,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
192.168.1.85,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
192.168.1.111,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.35.149,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
172.16.19.67,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
172.16.37.205,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
172.16.25.201,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
192.168.1.2,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
172.16.21.57,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
10.0.36.158,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
172.16.26.134,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
172.16.2.20,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
10.0.6.107,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
192.168.1.239,27221,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.211,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.81,143,tcp,open,imap,Courier imapd,ACK Scan,1
172.16.2.201,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
172.16.15.67,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.16.100,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.13.39,57701,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.21.172,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
172.16.17.164,25,tcp,open,smtp,Exim smtpd,ACK Scan,1
10.0.13.28,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.28.97,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.12.112,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
172.16.27.1,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
10.0.23.216,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
10.0.17.134,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
192.168.1.17,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.21.165,30125,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.7,22,tcp,open,ssh,OpenSSH 8.2p1,Connect Scan,1
172.16.1.239,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
10.0.36.5,46803,tcp,closed,unknown,unknown,SYN Scan,0
172.16.18.132,445,tcp,open,microsoft-ds,Microsoft Windows 10,Connect Scan,1
172.16.15.178,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
10.0.2.110,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.36.220,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
192.168.1.33,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
172.16.24.134,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
172.16.26.92,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
172.16.16.150,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
172.16.2.125,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
172.16.34.179,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
10.0.20.82,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
10.0.20.129,39876,udp,filtered,unknown,unknown,SYN Scan,0
172.16.35.115,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
192.168.1.11,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.88,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.6.41,14376,udp,filtered,unknown,unknown,Version Detection,0
172.16.11.140,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
10.0.27.138,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
10.0.26.167,24537,udp,closed,unknown,unknown,ACK Scan,0
172.16.16.183,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.3.93,21178,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.8.148,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
10.0.5.0,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.12.97,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.34.249,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
172.16.24.95,80,tcp,open,http,nginx 1.18.0,Version Detection,1
10.0.15.187,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
10.0.23.152,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.19.64,80,tcp,open,http,nginx 1.18.0,Version Detection,1
192.168.1.185,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
192.168.1.83,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
192.168.1.121,58437,tcp,filtered,unknown,unknown,Connect Scan,0
192.168.1.156,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.129,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
10.0.12.74,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
10.0.3.230,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
172.16.21.42,143,tcp,open,imap,Courier imapd,Version Detection,1
10.0.37.192,21,tcp,open,ftp,FileZilla Server,ACK Scan,1
192.168.1.82,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.199,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.193,27393,tcp,closed,unknown,unknown,Connect Scan,0
172.16.2.201,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
10.0.27.90,27768,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.180,110,tcp,open,pop3,Courier pop3d,Version Detection,1
192.168.1.72,46316,udp,filtered,unknown,unknown,ACK Scan,0
172.16.25.111,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
10.0.0.86,43130,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.32,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
192.168.1.93,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
10.0.15.15,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.24.69,80,tcp,open,http,nginx 1.18.0,ACK Scan,1
192.168.1.173,6024,tcp,filtered,unknown,unknown,SYN Scan,0
192.168.1.186,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
172.16.24.149,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
10.0.32.55,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
192.168.1.143,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.9.163,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.13.34,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
172.16.11.175,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.89,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.126,25431,udp,filtered,unknown,unknown,Connect Scan,0
172.16.12.26,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
10.0.35.192,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
10.0.4.56,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
192.168.1.48,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
10.0.28.254,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
10.0.8.211,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
192.168.1.188,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
192.168.1.214,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.88,33960,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.8.55,63721,tcp,closed,unknown,unknown,Connect Scan,0
10.0.14.64,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
172.16.38.53,26854,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.134,21,tcp,open,ftp,FileZilla Server,Version Detection,1
192.168.1.165,25,tcp,open,smtp,Postfix smtpd,Version Detection,1
172.16.18.56,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
192.168.1.232,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
192.168.1.134,61273,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.26.189,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.32.208,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
10.0.26.164,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.43,20605,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.27.190,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
192.168.1.160,80,tcp,open,http,Microsoft IIS 10.0,Version Detection,1
192.168.1.177,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
10.0.35.80,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.22.177,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.25.171,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.2.215,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.0.170,110,tcp,open,pop3,Courier pop3d,Version Detection,1
172.16.7.134,143,tcp,open,imap,Courier imapd,SYN Scan,1
172.16.17.6,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
10.0.10.25,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
172.16.8.252,50911,tcp,closed,unknown,unknown,Connect Scan,0
10.0.5.13,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
192.168.1.84,48956,udp,open,unknown,unknown,ACK Scan,1
172.16.5.71,57432,tcp,closed,unknown,unknown,ACK Scan,0
10.0.1.150,53194,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.105,50997,tcp,filtered,unknown,unknown,Version Detection,0
172.16.11.59,33325,udp,filtered,unknown,unknown,SYN Scan,0
192.168.1.12,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
10.0.27.5,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
192.168.1.125,10157,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.27.8,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
172.16.2.105,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
172.16.1.21,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
192.168.1.152,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.15.152,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
192.168.1.44,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
172.16.27.222,56277,udp,closed,unknown,unknown,Version Detection,0
172.16.8.44,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
172.16.11.192,443,tcp,open,https,Apache httpd 2.4.41,ACK Scan,1
192.168.1.211,23,tcp,open,telnet,Linux telnetd,Version Detection,1
10.0.4.140,60439,tcp,filtered,unknown,unknown,Version Detection,0
10.0.0.114,30219,tcp,filtered,unknown,unknown,SYN Scan,0
192.168.1.50,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
10.0.12.82,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
192.168.1.36,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.10.59,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
192.168.1.166,25,tcp,open,smtp,Exim smtpd,ACK Scan,1
172.16.13.200,17008,udp,closed,unknown,unknown,ACK Scan,0
172.16.38.171,24303,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.254,25,tcp,open,smtp,Exim smtpd,Version Detection,1
10.0.13.107,25,tcp,open,smtp,Exim smtpd,SYN Scan,1
172.16.12.160,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.199,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
192.168.1.148,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.30.135,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
10.0.31.123,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
192.168.1.167,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.25.213,8581,udp,filtered,unknown,unknown,ACK Scan,0
192.168.1.189,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
10.0.3.229,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
10.0.17.251,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
192.168.1.86,47720,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.159,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
192.168.1.121,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
10.0.37.99,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
10.0.17.178,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
10.0.29.41,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
10.0.30.232,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.21.4,10111,tcp,closed,unknown,unknown,SYN Scan,0
10.0.23.147,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.105,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
172.16.5.217,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
10.0.37.161,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
192.168.1.185,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
172.16.12.135,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
172.16.30.137,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
192.168.1.29,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
172.16.6.246,36289,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.29.120,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
172.16.38.75,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
10.0.6.216,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
192.168.1.182,445,tcp,open,microsoft-ds,Microsoft Windows 10,Version Detection,1
192.168.1.52,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.26.77,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
192.168.1.235,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.21,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.142,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.148,22,tcp,open,ssh,OpenSSH 7.6p1,SYN Scan,1
192.168.1.157,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
172.16.18.179,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
10.0.0.25,3484,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.6.30,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
10.0.4.38,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
192.168.1.143,21,tcp,open,ftp,vsftpd 3.0.3,ACK Scan,1
10.0.2.183,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.6.196,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.18.4,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.37.222,13105,tcp,open,unknown,unknown,ACK Scan,1
192.168.1.1,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.18.208,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
192.168.1.117,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
192.168.1.252,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
172.16.7.89,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
192.168.1.138,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
10.0.26.105,80,tcp,open,http,Microsoft IIS 10.0,Version Detection,1
192.168.1.102,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
192.168.1.19,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.247,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
192.168.1.70,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
192.168.1.246,12986,udp,closed,unknown,unknown,Connect Scan,0
192.168.1.98,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
192.168.1.45,21114,udp,closed,unknown,unknown,Connect Scan,0
10.0.37.164,55161,tcp,filtered,unknown,unknown,Connect Scan,0
192.168.1.127,2698,tcp,open,unknown,unknown,SYN Scan,1
172.16.4.3,30867,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.22.124,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
10.0.37.158,110,tcp,open,pop3,Courier pop3d,Version Detection,1
172.16.34.41,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
10.0.27.35,53,udp,open,domain,ISC BIND 9.11,Version Detection,1
172.16.8.25,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
10.0.19.146,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
172.16.9.232,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
172.16.36.242,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
172.16.23.227,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.252,833,udp,filtered,unknown,unknown,SYN Scan,0
10.0.34.43,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
172.16.38.23,21,tcp,open,ftp,FileZilla Server,ACK Scan,1
172.16.33.4,29080,udp,open,unknown,unknown,SYN Scan,1
10.0.36.75,15535,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.156,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.22.69,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.34.236,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.28.101,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.162,443,tcp,open,https,Apache httpd 2.4.41,Connect Scan,1
10.0.20.119,49231,tcp,closed,unknown,unknown,Connect Scan,0
172.16.17.20,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
172.16.14.76,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
172.16.1.109,21,tcp,open,ftp,FileZilla Server,Version Detection,1
192.168.1.83,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
192.168.1.127,57514,tcp,filtered,unknown,unknown,SYN Scan,0
10.0.17.15,110,tcp,open,pop3,Courier pop3d,Version Detection,1
192.168.1.129,64663,tcp,closed,unknown,unknown,ACK Scan,0
10.0.17.36,21,tcp,open,ftp,FileZilla Server,Version Detection,1
192.168.1.124,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.4.95,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
192.168.1.4,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
172.16.18.55,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
172.16.14.219,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
10.0.9.158,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
172.16.36.67,12871,tcp,open,unknown,unknown,Version Detection,1
10.0.20.232,19347,tcp,filtered,unknown,unknown,Version Detection,0
172.16.38.123,143,tcp,open,imap,Dovecot imapd,Version Detection,1
10.0.23.200,21,tcp,open,ftp,FileZilla Server,SYN Scan,1
10.0.5.73,53331,tcp,closed,unknown,unknown,ACK Scan,0
192.168.1.119,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
10.0.35.25,443,tcp,open,https,Microsoft IIS 10.0,Version Detection,1
10.0.29.93,22,tcp,open,ssh,OpenSSH 7.6p1,Connect Scan,1
172.16.17.118,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.16.248,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
192.168.1.119,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.137,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.25.60,143,tcp,open,imap,Courier imapd,SYN Scan,1
172.16.21.175,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.5.15,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
172.16.31.234,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
172.16.3.107,24219,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.216,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
172.16.20.222,1108,udp,closed,unknown,unknown,Version Detection,0
172.16.12.89,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
10.0.19.194,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.0.57,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
172.16.10.40,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
192.168.1.99,80,tcp,open,http,Apache httpd 2.4.41,SYN Scan,1
10.0.25.37,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
10.0.11.141,42750,tcp,closed,unknown,unknown,SYN Scan,0
172.16.2.131,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.10.87,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
10.0.5.138,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
10.0.3.92,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
192.168.1.155,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.28.204,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.88,24841,tcp,closed,unknown,unknown,ACK Scan,0
10.0.34.109,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
192.168.1.237,21,tcp,open,ftp,FileZilla Server,Version Detection,1
10.0.31.231,18473,tcp,closed,unknown,unknown,Version Detection,0
10.0.30.61,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
